id,filename,date,vol,no,pages,words
7768,cn1919-02-12.txt,1919-02-12,5,16,6,10266
89874,cn1952-06-03.txt,1952-06-03,38,25,6,11667
87155,cn1928-02-29.txt,1928-02-29,14,15,4,12322
87353,cn1927-12-20.txt,1927-12-20,14,10,4,12936
89976,cn1946-10-16.txt,1946-10-16,33,3,4,7942
87733,cn1935-12-11.txt,1935-12-11,22,8,6,14737
91223,cn1954-12-15.txt,1954-12-15,41,11,6,13531
91694,cn1958-11-12.txt,1958-11-12,45,7,6,15527
7009,cn1917-11-14.txt,1917-11-14,4,7,6,10588
89395,cn1937-10-06.txt,1937-10-06,24,1,6,14710
90906,cn1945-04-11.txt,1945-04-11,31,21,4,7497
92236,cn1958-05-07.txt,1958-05-07,44,22,4,7243
87001,cn1933-03-15.txt,1933-03-15,19,15,6,15916
91701,cn1960-10-19.txt,1960-10-19,47,3,6,13308
89325,cn1941-12-03.txt,1941-12-03,28,10,6,13665
52136,cn1922-03-01.txt,1922-03-01,8,15,6,12072
88392,cn1942-05-01.txt,1942-05-01,28,23,6,15156
52137,cn1922-03-08.txt,1922-03-08,8,16,6,11444
88313,cn1929-11-26.txt,1929-11-26,16,8,2,6706
87799,cn1927-06-01.txt,1927-06-01,13,27,6,16743
87986,cn1928-10-17.txt,1928-10-17,15,2,6,17504
87887,cn1928-10-10.txt,1928-10-10,15,1,4,11475
92333,cn1961-10-25.txt,1961-10-25,48,5,6,15817
91794,cn1957-06-04.txt,1957-06-04,43,24,4,8038
90875,cn1946-02-13.txt,1946-02-13,32,13,4,7401
88261,cn1936-03-04.txt,1936-03-04,22,15,6,15316
91327,cn1957-05-01.txt,1957-05-01,43,21,6,16010
91581,cn1960-10-12.txt,1960-10-12,47,2,6,12839
91780,cn1961-11-15.txt,1961-11-15,48,8,6,15140
92900,cn1962-12-05.txt,1962-12-05,49,9,6,16061
88874,cn1941-11-12.txt,1941-11-12,28,7,6,12757
75366,cn1922-12-13.txt,1922-12-13,9,10,7,13203
89568,cn1944-03-22.txt,1944-03-22,30,20,4,10043
88678,cn1940-03-20.txt,1940-03-20,26,17,6,11477
92877,cn1968-02-23.txt,1968-02-23,54,14,8,18703
35609,cn1921-05-18.txt,1921-05-18,7,27,6,12105
89386,cn1940-04-24.txt,1940-04-24,26,20,8,17859
91959,cn1956-04-18.txt,1956-04-18,42,19,6,12248
91661,cn1960-02-10.txt,1960-02-10,46,12,6,14979
91004,cn1949-03-09.txt,1949-03-09,35,17,4,7262
93014,cn1968-02-02.txt,1968-02-02,54,11,8,13768
89764,cn1950-03-01.txt,1950-03-01,36,15,6,13535
89900,cn1945-02-14.txt,1945-02-14,31,15,4,8441
7765,cn1919-01-15.txt,1919-01-15,5,13,6,9948
89147,cn1940-05-01.txt,1940-05-01,26,21,8,18714
6794,cn1916-11-08.txt,1916-11-08,3,6,4,7238
86768,cn1926-10-02.txt,1926-10-02,13,1,4,8402
86742,cn1925-09-30.txt,1925-09-30,12,1,6,11253
6789,cn1916-10-04.txt,1916-10-04,3,1,4,7053
90971,cn1954-01-13.txt,1954-01-13,40,11,6,13380
87260,cn1929-02-13.txt,1929-02-13,15,12,6,15617
88893,cn1944-04-26.txt,1944-04-26,30,23,4,8647
88811,cn1937-03-24.txt,1937-03-24,23,19,4,9343
91449,cn1961-10-18.txt,1961-10-18,48,4,4,8597
35238,cn1919-11-12.txt,1919-11-12,6,7,6,9939
88434,cn1938-04-20.txt,1938-04-20,24,22,6,16390
86881,cn1935-02-27.txt,1935-02-27,21,14,6,15986
52132,cn1922-01-11.txt,1922-01-11,8,11,6,12523
93023,cn1967-09-16.txt,1967-09-16,54,1,4,7950
86800,cn1928-05-02.txt,1928-05-02,14,23,8,21660
93258,cn1966-03-11.txt,1966-03-11,52,16,4,8327
35606,cn1921-04-27.txt,1921-04-27,7,24,6,11213
93180,cn1963-03-20.txt,1963-03-20,49,17,4,10705
92781,cn1964-10-08.txt,1964-10-08,51,3,4,8836
6809,cn1917-03-28.txt,1917-03-28,3,21,6,9605
86450,cn1925-01-14.txt,1925-01-14,11,12,6,10596
86479,cn1924-03-12.txt,1924-03-12,10,18,6,9831
87452,cn1935-03-20.txt,1935-03-20,21,17,6,13865
6518,cn1915-04-22.txt,1915-04-22,1,24,4,7444
91867,cn1961-03-15.txt,1961-03-15,47,16,6,14367
91881,cn1958-01-15.txt,1958-01-15,44,11,4,10075
91525,cn1962-02-28.txt,1962-02-28,48,14,6,9543
87561,cn1934-01-17.txt,1934-01-17,20,12,6,16516
90638,cn1946-04-17.txt,1946-04-17,32,20,4,7071
91461,cn1959-01-14.txt,1959-01-14,45,11,4,7416
90609,cn1947-11-12.txt,1947-11-12,34,7,4,8387
87832,cn1931-06-02.txt,1931-06-02,17,23,6,17868
86523,cn1924-03-25.txt,1924-03-25,10,20,6,9722
90299,cn1944-10-18.txt,1944-10-18,31,4,4,9939
35234,cn1919-10-14.txt,1919-10-14,6,3,4,6477
90568,cn1949-04-20.txt,1949-04-20,35,21,4,7802
91931,cn1955-01-12.txt,1955-01-12,41,12,6,12697
92163,cn1957-12-18.txt,1957-12-18,44,10,6,15705
89251,cn1938-11-02.txt,1938-11-02,25,4,6,15835
90724,cn1949-02-23.txt,1949-02-23,35,15,6,13153
90280,cn1952-10-29.txt,1952-10-29,39,5,4,10869
88898,cn1937-10-20.txt,1937-10-20,24,3,6,14788
92182,cn1962-06-05.txt,1962-06-05,48,22,4,9004
7767,cn1919-01-30.txt,1919-01-30,5,15,6,9438
91321,cn1962-04-18.txt,1962-04-18,48,18,5,11578
90859,cn1953-05-01.txt,1953-05-01,39,21,8,17136
93037,cn1964-05-01.txt,1964-05-01,50,21,6,11744
6667,cn1916-05-18.txt,1916-05-18,2,29,4,5905
92502,cn1964-02-07.txt,1964-02-07,50,12,4,8445
89573,cn1941-02-26.txt,1941-02-26,27,15,6,12564
89379,cn1941-06-04.txt,1941-06-04,27,25,6,15818
93075,cn1965-10-22.txt,1965-10-22,52,4,4,8588
90268,cn1954-04-21.txt,1954-04-21,40,20,4,9157
87179,cn1935-04-24.txt,1935-04-24,21,21,6,13582
35601,cn1920-10-06.txt,1920-10-06,7,2,6,11060
35248,cn1920-03-03.txt,1920-03-03,6,17,6,9470
6991,cn1918-02-28.txt,1918-02-28,4,17,6,9881
88297,cn1935-04-10.txt,1935-04-10,21,19,8,19651
91407,cn1958-03-26.txt,1958-03-26,44,18,6,10703
89045,cn1943-03-24.txt,1943-03-24,29,20,4,8287
6992,cn1918-03-07.txt,1918-03-07,4,18,6,12968
90220,cn1945-11-07.txt,1945-11-07,32,6,4,8735
86516,cn1923-11-27.txt,1923-11-27,10,9,6,11418
89358,cn1941-05-07.txt,1941-05-07,27,23,6,11997
92471,cn1964-03-13.txt,1964-03-13,50,16,7,15567
93090,cn1965-02-26.txt,1965-02-26,51,14,8,18875
86502,cn1926-05-19.txt,1926-05-19,53,2,6,10172
91668,cn1961-11-01.txt,1961-11-01,48,6,6,15078
91055,cn1950-09-30.txt,1950-09-30,37,1,4,9656
93099,cn1963-03-27.txt,1963-03-27,49,18,6,11033
89353,cn1943-11-24.txt,1943-11-24,30,9,4,7265
90366,cn1948-11-03.txt,1948-11-03,35,6,6,14512
90249,cn1949-11-30.txt,1949-11-30,36,8,6,14327
88692,cn1940-12-18.txt,1940-12-18,27,11,4,7488
87365,cn1927-10-26.txt,1927-10-26,14,3,6,19874
88038,cn1936-04-08.txt,1936-04-08,22,19,6,16700
88821,cn1944-05-17.txt,1944-05-17,30,26,8,15479
6984,cn1917-12-13.txt,1917-12-13,4,10,6,11541
7776,cn1919-04-09.txt,1919-04-09,5,24,6,9971
87397,cn1929-11-13.txt,1929-11-13,16,6,6,23030
6659,cn1916-03-16.txt,1916-03-16,2,21,4,7021
89592,cn1943-04-14.txt,1943-04-14,29,21,6,12659
7757,cn1918-10-31.txt,1918-10-31,5,5,6,10215
90777,cn1945-04-18.txt,1945-04-18,31,22,4,9289
91952,cn1961-09-27.txt,1961-09-27,48,1,6,12956
91251,cn1956-12-12.txt,1956-12-12,43,9,6,12557
6793,cn1916-11-01.txt,1916-11-01,3,5,4,6144
87241,cn1934-02-14.txt,1934-02-14,20,13,6,17987
88356,cn1940-11-27.txt,1940-11-27,27,9,6,13766
87015,cn1932-11-02.txt,1932-11-02,19,3,6,15745
89735,cn1950-05-17.txt,1950-05-17,36,24,4,9579
6996,cn1918-03-27.txt,1918-03-27,4,21,6,10940
91804,cn1956-01-11.txt,1956-01-11,42,10,6,10478
52138,cn1922-03-15.txt,1922-03-15,8,17,6,11498
90237,cn1945-10-24.txt,1945-10-24,32,4,4,8729
86571,cn1925-02-18.txt,1925-02-18,11,15,6,10024
91546,cn1957-10-16.txt,1957-10-16,44,3,6,13376
89140,cn1938-05-11.txt,1938-05-11,24,25,6,14704
90849,cn1947-10-22.txt,1947-10-22,34,4,4,7543
89454,cn1943-03-03.txt,1943-03-03,29,17,4,8993
91048,cn1946-03-13.txt,1946-03-13,32,17,6,13257
35257,cn1920-05-13.txt,1920-05-13,6,27,6,10817
6509,cn1915-01-28.txt,1915-01-28,1,15,4,5368
86818,cn1934-04-18.txt,1934-04-18,20,20,6,13893
6646,cn1915-11-18.txt,1915-11-18,2,8,4,7818
87870,cn1932-02-17.txt,1932-02-17,18,12,4,9665
86308,cn1924-10-01.txt,1924-10-01,11,1,6,9654
90527,cn1952-10-08.txt,1952-10-08,39,2,6,12457
92864,cn1967-04-14.txt,1967-04-14,53,18,12,20601
75395,cn1923-02-21.txt,1923-02-21,9,15,6,11465
88702,cn1938-12-07.txt,1938-12-07,25,8,4,11999
90285,cn1946-11-20.txt,1946-11-20,33,8,6,12420
86273,cn1923-10-31.txt,1923-10-31,10,5,6,11076
87285,cn1934-05-09.txt,1934-05-09,20,23,6,13131
90153,cn1951-03-07.txt,1951-03-07,37,15,6,12678
89725,cn1951-05-16.txt,1951-05-16,37,23,4,6802
6653,cn1916-01-20.txt,1916-01-20,2,15,4,7773
6510,cn1915-02-11.txt,1915-02-11,1,16,4,5109
89168,cn1942-02-25.txt,1942-02-25,28,16,6,13630
92936,cn1966-02-25.txt,1966-02-25,52,14,4,8556
86844,cn1929-04-24.txt,1929-04-24,15,20,6,18662
89848,cn1947-11-05.txt,1947-11-05,34,6,4,7751
90033,cn1950-02-15.txt,1950-02-15,36,13,6,13160
6515,cn1915-03-18.txt,1915-03-18,1,21,4,9675
89128,cn1938-11-16.txt,1938-11-16,25,7,4,10292
87122,cn1928-04-18.txt,1928-04-18,14,21,4,11579
86213,cn1924-02-27.txt,1924-02-27,10,16,6,11480
87267,cn1927-04-13.txt,1927-04-13,13,21,8,22808
87681,cn1927-11-02.txt,1927-11-02,14,4,4,11385
92020,cn1959-10-14.txt,1959-10-14,46,3,6,13130
89647,cn1952-02-27.txt,1952-02-27,38,16,6,14388
92418,cn1968-09-27.txt,1968-09-27,55,2,6,14054
93223,cn1964-11-20.txt,1964-11-20,51,9,4,7972
88244,cn1934-01-10.txt,1934-01-10,20,11,6,16898
6790,cn1916-10-11.txt,1916-10-11,3,2,4,7844
86837,cn1929-03-13.txt,1929-03-13,15,16,6,16733
86964,cn1931-10-28.txt,1931-10-28,18,4,6,17329
90457,cn1948-01-29.txt,1948-01-29,34,12,4,7161
89021,cn1937-12-15.txt,1937-12-15,24,10,4,9739
92170,cn1955-10-02.txt,1955-10-02,42,1,4,8732
92530,cn1963-11-22.txt,1963-11-22,50,9,4,9022
35256,cn1920-05-07.txt,1920-05-07,6,26,6,8427
